,Ticker,Hurst Exponent,t_statistic,p_value
346,PPL,0.5233785664408951,0.918372288700868,0.3584239933828197
347,PRU,0.5638581574793489,2.5085183210354587,0.012123868084584544
348,PSA,0.5836669289105519,3.286659564281417,0.0010138331771492037
349,PSX,0.5991488824594127,3.894831889568073,9.826685856562101e-05
350,PTC,0.6157260643997436,4.546027699937427,5.466784483987297e-06
351,PWR,0.5814172342010366,3.198285570757086,0.001382473037849108
352,QCOM,0.5167880826657109,0.6594805519656985,0.5095872306196401
353,RCL,0.5944989190621968,3.7121689560527646,0.0002054907355542035
354,REG,0.5526728165998177,2.0691283725797005,0.038534041910212036
355,REGN,0.6337028924110285,5.25220533174578,1.502887829740729e-07
356,RF,0.6000476823558993,3.9301391407679014,8.489671895839379e-05
357,RJF,0.5917095906052365,3.602596713227984,0.0003150541236323079
358,RL,0.4659538061865138,-1.3374250732222213,0.18108392461867662
359,RMD,0.6333620007656091,5.238814200968181,1.6161164140271467e-07
360,ROK,0.6037301129412,4.0747948113007615,4.605493615716938e-05
361,ROL,0.6532901187885333,6.021643695859707,1.7265464613558379e-09
362,ROP,0.6417773554480322,5.5693917220264195,2.5563019034891e-08
363,ROST,0.618884504480725,4.670099629378807,3.010536914205275e-06
364,RSG,0.6736252504132983,6.820461767895175,9.074740958681105e-12
365,RTX,0.556221775847873,2.2085409338837754,0.02720658762227668
366,RVTY,0.630206467823874,5.114856471690865,3.139796080908752e-07
367,SBAC,0.641830847707202,5.5714930402832845,2.5256545521656903e-08
368,SBUX,0.6079262080842995,4.2396285922734895,2.2388991021804472e-05
369,SCHW,0.6119527781030906,4.397802975340146,1.0935217625851479e-05
370,SHW,0.6614389970742957,6.3417533150940795,2.2716495351460253e-10
371,SJM,0.5511790308845071,2.0104484954509343,0.04438374218388508
372,SLB,0.5349170467191809,1.3716344922705022,0.17017725059118094
373,SMCI,0.5873897702093247,3.4329026751525533,0.0005971564116693528
374,SNA,0.6387283066390865,5.4496169727871395,5.0478414337362665e-08
375,SNPS,0.670504982500462,6.697889342775951,2.1145085682405806e-11
376,SO,0.5249361915898025,0.9795599486267516,0.3273033832032215
377,SPG,0.5363391911516002,1.4275001092049717,0.15343579372346738
378,SPGI,0.6587457611849541,6.235955843980567,4.4902770390820024e-10
379,SRE,0.6040595556806263,4.087736198591024,4.3560308175871754e-05
380,STE,0.6573537455070138,6.181273764679874,6.358644721871087e-10
381,STLD,0.6207869891068583,4.744834287072102,2.0867709766836384e-06
382,STT,0.5511224837486219,2.0082271735091606,0.04461915667964789
383,STX,0.5894558938764476,3.5140655097391735,0.00044130396516250947
384,STZ,0.6734241572529823,6.812562293547661,9.587441951453002e-12
385,SWK,0.5675343269892597,2.6529280398693507,0.007979688078434188
386,SWKS,0.6112584922978318,4.37052958175547,1.2394556081263275e-05
387,SYK,0.6443651993721102,5.671049116348038,1.4192569786075637e-08
388,SYY,0.6057518493082181,4.1542139946464225,3.2640759764390737e-05
389,T,0.5080066598679284,0.31452290140837386,0.7531239255401616
